partNumber,productName,spec,rate,stock,safety,laststock1,laststock2,laststock3,prdictSafety1,prdictSafety2,seasonPart,modelName,recommend,createTime,true_consumption1_x,true_consumption1_y
22006-000545,皮帶輪,JTH-P20-2GT-32.5*外徑16,1.0,2.0,40.0,4.0,2.0,30.0,16,54,0,2022-09-13-11-34-33,70,1663040931,0.0,14.0
22006-000575,皮帶輪-雙邊擋片,零背隙-MK65-P22-AT5-厚92-軸徑16,1.0,36.0,11.0,18.0,5.0,2.0,16,13,0,2022-09-13-11-34-33,29,1663040931,3.0,0.0
22006-000576,皮帶輪-雙邊擋片,零背隙-MK85-P40-AT5-厚121-軸徑18,1.0,50.0,6.0,2.0,13.0,3.0,5,2,0,2022-09-13-11-34-33,7,1663040931,0.0,3.0
22006-000619,皮帶輪-馬達端皮帶輪,JTH-P20-2GT-47*外徑22-內徑8-2件夾緊式,1.0,2.0,40.0,4.0,2.0,30.0,16,55,0,2022-09-13-11-34-33,71,1663040931,0.0,14.0
22007-000012,聯軸器-羅昇(TS)-夾緊型,SFC-030SA2-6.35*10(D34-L27.1-d6.35-d10),1.0,0.0,8.0,3.0,4.0,0.0,1,5,0,2022-09-13-11-34-33,6,1663040931,0.0,0.0
22007-000016,聯軸器-羅昇(TS)-夾緊型,SFC-030SA2-10*11(D34-L27.1-d10-d11),1.0,750.0,106.0,44.0,58.0,21.0,26,38,0,2022-09-13-11-34-33,64,1663040931,24.0,32.0
22007-000022,聯軸器-羅昇(TS)-夾緊型,SFC-040SA2-12*14(D44-L34.6-d12-d14),1.0,128.0,316.0,106.0,198.0,93.0,109,91,0,2022-09-13-11-34-33,200,1663040931,57.0,58.0
22007-000024,聯軸器-羅昇(TS)-夾緊型,SFC-040SA2-12*19(D44-L34.6-d12-d19),1.0,154.0,369.0,81.0,222.0,87.0,131,97,0,2022-09-13-11-34-33,228,1663040931,44.0,33.0
22007-000029,聯軸器-羅昇(TS)-夾緊型,SFC-050SA2-17*19(D56-L45-d17-d19),1.0,5.0,98.0,63.0,50.0,37.0,30,37,0,2022-09-13-11-34-33,67,1663040931,16.0,24.0
22007-000128,聯軸器-羅昇(TS)-夾緊型,SFC-030DA2-10*10(D34-L37.8-d10-d10),1.0,0.0,28.0,11.0,7.0,11.0,8,6,0,2022-09-13-11-34-33,14,1663040931,1.0,7.0
22007-000147,聯軸器-羅昇(TS)-夾緊型,SFC-030DA2-08*10(D34-L37.8-d08-d10),1.0,0.0,5.0,0.0,0.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
22007-000173,聯軸器-羅昇(TS)-夾緊型,SFC-020SA2-6.35*07(D26-L23.15-d6.35-d07),1.0,4.0,19.0,2.0,2.0,2.0,4,1,0,2022-09-13-11-34-33,5,1663040931,4.0,2.0
22007-000183,聯軸器-羅昇(TS)-夾緊型,SFC-020SA2-05*07(D26-L23.15-d05-d07),1.0,161.0,223.0,100.0,23.0,57.0,73,44,0,2022-09-13-11-34-33,117,1663040931,75.0,87.0
22007-000198,聯軸器-羅昇(TS)-夾緊型,SFC-040SA2-10*19(D44-L34.6-d10-d19),1.0,0.0,28.0,0.0,5.0,0.0,8,3,0,2022-09-13-11-34-33,11,1663040931,7.0,8.0
22007-000337,聯軸器-羅昇(TS)-夾緊型,SFC-020SA2-5-10(D26-L23.15-d05-d10),1.0,53.0,19.0,1.0,20.0,0.0,4,0,0,2022-09-13-11-34-33,4,1663040931,51.0,5.0
22007-000367,聯軸器-羅昇(TS)-夾緊型,SFC-020SA2-06*07(D26-L23.15-d06-d07),1.0,0.0,21.0,1.0,6.0,2.0,7,3,0,2022-09-13-11-34-33,10,1663040931,1.0,2.0
22008-000001,光電-遮斷式,OMRON-EE-SX672,1.0,499.0,885.0,177.0,72.0,222.0,251,343,0,2022-09-13-11-34-33,594,1663040931,100.0,103.0
22008-000002,光電-遮斷式,OMRON-EE-SX674,1.0,474.0,1483.0,309.0,201.0,570.0,432,441,0,2022-09-13-11-34-33,873,1663040931,337.0,347.0
22008-000006,光電-光電接頭(含2米線),OMRON-EE-1006,1.0,473.0,2229.0,318.0,159.0,690.0,415,545,0,2022-09-13-11-34-33,960,1663040931,329.0,234.0
22008-000038,光電-遮斷式,TOYO-EE-SX674,1.0,505.0,1028.0,268.0,216.0,132.0,251,256,0,2022-09-13-11-34-33,507,1663040931,,
22008-000042,光電-遮斷式,TOYO-EE-SX672P(PNP),1.0,21.0,62.0,12.0,6.0,18.0,11,0,0,2022-09-13-11-34-33,11,1663040931,,
22008-000048,光電-光電接頭(含3米線),TOYO-DU-P301R-棕粉黑藍,1.0,12.0,66.0,7.0,3.0,13.0,55,14,0,2022-09-13-11-34-33,69,1663040931,1.0,1.0
22008-000049,光電-光電接頭(含5米線),TOYO-DU-P501R-棕粉黑藍,1.0,31.0,74.0,3.0,5.0,10.0,10,17,0,2022-09-13-11-34-33,27,1663040931,,
22008-000056,光電-光電接頭,PANASONIC-PM-F65W,1.0,50.0,773.0,138.0,178.0,249.0,163,117,0,2022-09-13-11-34-33,280,1663040931,182.0,236.0
22008-000057,光電-光電接頭,PANASONIC-PM-R65W,1.0,60.0,756.0,144.0,172.0,241.0,155,110,0,2022-09-13-11-34-33,265,1663040931,176.0,228.0
22008-000059,光電-遮斷式,PANASONIC-PM-Y65-(內置),1.0,42.0,236.0,54.0,0.0,130.0,29,92,0,2022-09-13-11-34-33,121,1663040931,21.0,15.0
22008-000060,光電-光電接頭(含2米線),PANASONIC-CN-14A-C2-T,1.0,185.0,2259.0,361.0,499.0,771.0,497,235,0,2022-09-13-11-34-33,732,1663040931,401.0,489.0
22010-000008,負壓接頭air pressure connect,1/4牙-內徑10-90度-(白色)-CKD-GWL10-8,1.0,405.0,1301.0,351.0,460.0,492.0,325,268,0,2022-09-13-11-34-33,593,1663040931,309.0,243.0
22011-000001,矽膠片,73*18*0.5,1.0,2869.0,669.0,516.0,664.0,512.0,360,405,0,2022-09-13-11-34-33,765,1663040931,380.0,318.0
22012-000289,螺絲-內六角螺絲,M2*P0.32-L6,1.0,140.0,1182.0,1800.0,0.0,0.0,109,764,0,2022-09-13-11-34-33,873,1663040931,0.0,0.0
22012-000351,螺絲-內六角螺絲,M4*P0.7-L80,1.0,184.0,154.0,128.0,52.0,12.0,83,131,0,2022-09-13-11-34-33,214,1663040931,64.0,4.0
22012-000381,螺絲-內六角螺絲,M6*P1-L14,1.0,1000.0,2100.0,4000.0,1000.0,2500.0,2390,1478,0,2022-09-13-11-34-33,3868,1663040931,1000.0,1000.0
22012-000388,螺絲-內六角螺絲,M6*P1-L45,1.0,100.0,675.0,0.0,500.0,0.0,0,144,0,2022-09-13-11-34-33,144,1663040931,0.0,300.0
22012-000397,螺絲-內六角螺絲,M6*P1-L90,1.0,266.0,95.0,56.0,92.0,12.0,16,26,0,2022-09-13-11-34-33,42,1663040931,0.0,0.0
22012-000406,螺絲-內六角螺絲,M8*P1.25-L25,1.0,100.0,491.0,0.0,0.0,850.0,114,62,0,2022-09-13-11-34-33,176,1663040931,0.0,0.0
22012-000614,螺絲-內六角固定(設定)螺絲,M4*P0.7-L5,1.0,2000.0,1283.0,1140.0,56.0,28.0,147,0,0,2022-09-13-11-34-33,147,1663040931,1032.0,44.0
22012-001379,螺絲-內六角螺絲,M2.5*P0.45-L8,1.0,2902.0,724.0,1000.0,0.0,0.0,375,78,0,2022-09-13-11-34-33,453,1663040931,0.0,0.0
22012-001396,螺絲-內六角螺絲,M2.5*P0.45-L12,1.0,0.0,593.0,0.0,14.0,8.0,236,303,0,2022-09-13-11-34-33,539,1663040931,1018.0,132.0
22012-001398,螺絲-內六角螺絲,M5*P0.8*L100,1.0,136.0,68.0,16.0,72.0,16.0,15,13,0,2022-09-13-11-34-33,28,1663040931,0.0,24.0
22012-001401,螺絲-內六角固定(設定)螺絲,M2.5*P0.45-L3,1.0,314.0,181.0,0.0,0.0,0.0,0,54,0,2022-09-13-11-34-33,54,1663040931,0.0,440.0
22012-001403,螺絲-內六角半圓頭螺絲,M2.5*P0.45-L6,1.0,1246.0,370.0,1262.0,0.0,0.0,1052,517,0,2022-09-13-11-34-33,1569,1663040931,0.0,0.0
22012-001405,螺絲-十字半圓頭螺絲,M3*P0.5-L90,1.0,14292.0,1598.0,0.0,1000.0,40.0,395,469,0,2022-09-13-11-34-33,864,1663040931,3008.0,4.0
22012-001411,螺絲-內六角螺絲,M4*P0.7-L100,1.0,214.0,158.0,128.0,68.0,12.0,79,72,0,2022-09-13-11-34-33,151,1663040931,64.0,4.0
22012-001414,螺絲-內六角螺絲,M1.6*P0.35*L8,1.0,556.0,500.0,0.0,6.0,6.0,4,33,0,2022-09-13-11-34-33,37,1663040931,12.0,116.0
22012-001425,螺絲-內六角螺絲,M6*P1-L100,1.0,248.0,100.0,64.0,92.0,12.0,17,21,0,2022-09-13-11-34-33,38,1663040931,0.0,0.0
22012-001494,螺絲-內六角螺絲+彈簧墊片,M4*P0.7*L16+彈片(白鐵CAP),1.0,21000.0,4841.0,0.0,2500.0,17000.0,2854,1189,0,2022-09-13-11-34-33,4043,1663040931,6000.0,2904.0
22013-000035,定位銷,MSFWC5-15,1.0,28.0,122.0,252.0,300.0,48.0,110,138,0,2022-09-13-11-34-33,248,1663040931,72.0,28.0
22014-000001,墊片-M4銅墊片,M4銅墊片-直徑3.2-厚1,1.0,379.0,40000.0,20000.0,21000.0,25000.0,21459,26390,0,2022-09-13-11-34-33,47849,1663040931,30000.0,20000.0
22014-000030,墊片-彈簧墊片,M6-內徑6.1-寬2.7-厚1.5,1.0,2000.0,3300.0,8000.0,5000.0,2000.0,1871,4120,0,2022-09-13-11-34-33,5991,1663040931,1000.0,5000.0
22019-000003,螺帽-防鬆脫軸承螺帽,M12*8t-(牙距M12-P1),1.0,35.0,439.0,36.0,221.0,88.0,132,162,0,2022-09-13-11-34-33,294,1663040931,16.0,14.0
22019-000008,螺帽-外六角螺帽,M5-厚4-對邊8,1.0,900.0,765.0,2030.0,983.0,32.0,437,398,0,2022-09-13-11-34-33,835,1663040931,10.0,1.0
22019-000026,螺帽-外六角螺帽,M12-P1.25-厚10-對邊19,1.0,143.0,1000.0,0.0,0.0,0.0,74,224,0,2022-09-13-11-34-33,298,1663040931,0.0,0.0
22019-000032,螺帽-後裝螺帽,HNTASN5-5-15*8*3.2*M5,1.0,2176.0,50.0,108.0,142.0,16.0,79,77,0,2022-09-13-11-34-33,156,1663040931,18.0,0.0
22019-000047,螺帽-後裝螺帽,盛興-CTF06M5,1.0,900.0,601.0,834.0,182.0,872.0,594,979,0,2022-09-13-11-34-33,1573,1663040931,64.0,280.0
22019-000054,螺帽-方型螺帽,M5-四角帽,1.0,6473.0,542.0,261.0,166.0,172.0,181,188,0,2022-09-13-11-34-33,369,1663040931,165.0,212.0
22022-000001,軸套-免鍵軸套,SIT-LOCK-1-20-0(內徑20*外徑47*厚20),1.0,404.0,180.0,163.0,252.0,203.0,149,181,0,2022-09-13-11-34-33,330,1663040931,171.0,137.0
22023-000005,軸心-皮帶輪軸心,外徑10-長68,1.0,103.0,68.0,28.0,35.0,30.0,32,25,0,2022-09-13-11-34-33,57,1663040931,14.0,26.0
22024-000001,塑膠件-聯軸器上蓋,ET(C)H5&ET(C)H6-37*46*6-(黑色-尼龍),1.0,1941.0,2.0,0.0,7.0,5.0,0,2,0,2022-09-13-11-34-33,2,1663040931,2.0,1.0
22024-000005,塑膠件-塑膠端蓋,ETH10-101.5*61.8-(BLACK 6U-尼龍),1.0,606.0,6.0,5.0,22.0,12.0,12,0,0,2022-09-13-11-34-33,12,1663040931,2.0,0.0
22024-000007,塑膠件-塑膠端蓋,ETH13(4)-134.5*72.8-(BLACK 6U-尼龍),1.0,5599.0,302.0,157.0,791.0,513.0,428,276,0,2022-09-13-11-34-33,704,1663040931,92.0,213.0
22024-000009,塑膠件-壓線座,24.39*20*13*2孔,1.0,171.0,7.0,20.0,16.0,2.0,10,13,0,2022-09-13-11-34-33,23,1663040931,2.0,18.0
22024-000021,塑膠件-防撞塊,8mm防撞塊-50*50*8,1.0,215.0,139.0,43.0,58.0,36.0,90,19,0,2022-09-13-11-34-33,109,1663040931,13.0,19.0
22024-000033,塑膠件-防撞塊,20mm防撞塊-20*20-優利膠加M4螺絲,1.0,0.0,29.0,4.0,4.0,14.0,10,9,0,2022-09-13-11-34-33,19,1663040931,4.0,0.0
22024-000050,塑膠件-聯軸器上蓋,CKD-ETH5(6)M-37*46*6-(孟塞爾10Y8/1-ABS),1.0,357.0,7.0,3.0,2.0,36.0,27,14,0,2022-09-13-11-34-33,41,1663040931,5.0,6.0
22024-000051,塑膠件-塑膠端蓋,CKD-ETH10-101.5*61.8-(孟塞爾10Y8/1-ABS),1.0,109.0,3.0,2.0,2.0,2.0,5,9,0,2022-09-13-11-34-33,14,1663040931,4.0,8.0
22024-000052,塑膠件-塑膠端蓋,CKD-ETH12-101.5*61.8-(孟塞爾10Y8/1-ABS),1.0,190.0,8.0,21.0,2.0,8.0,8,8,0,2022-09-13-11-34-33,16,1663040931,21.0,8.0
22024-000053,塑膠件-塑膠端蓋,CKD-ETH13(4)-134.5*72.8(孟塞爾10Y8/1-ABS,1.0,325.0,71.0,127.0,39.0,27.0,40,48,0,2022-09-13-11-34-33,88,1663040931,51.0,48.0
22024-000055,塑膠件-塑膠端蓋,CKD-ETH22-219.5*117-(孟塞爾10Y8/1-ABS),1.0,49.0,2.0,1.0,0.0,1.0,3,0,0,2022-09-13-11-34-33,3,1663040931,1.0,0.0
22024-000063,塑膠件-鋼帶壓板-磁鐵式,M65M-58*30*17.5,1.0,245.0,10.0,22.0,22.0,4.0,20,7,0,2022-09-13-11-34-33,27,1663040931,4.0,0.0
22024-000066,塑膠件-鋼帶壓板-磁鐵式,M80M-72*40*19.5,1.0,120.0,3.0,4.0,16.0,0.0,2,3,0,2022-09-13-11-34-33,5,1663040931,0.0,0.0
22024-000067,塑膠件-滑座上蓋,CKD-ETH5M-70.5*50*10-(孟塞爾10Y8/1),1.0,349.0,7.0,17.0,6.0,18.0,6,0,0,2022-09-13-11-34-33,6,1663040931,6.0,0.0
22024-000070,塑膠件-履帶跑道端蓋,80型-L-79.5*31*5(BLACK 6U-ABS),1.0,521.0,7.0,14.0,13.0,6.0,11,9,0,2022-09-13-11-34-33,20,1663040931,23.0,6.0
22024-000071,塑膠件-履帶跑道端蓋,80型-R-79.5*31*5(BLACK 6U-ABS),1.0,531.0,7.0,13.0,12.0,7.0,10,8,0,2022-09-13-11-34-33,18,1663040931,23.0,6.0
22024-000072,塑膠件-履帶跑道端蓋,117型-L-116.5*43.5*5(BLACK 6U-ABS),1.0,703.0,8.0,14.0,8.0,7.0,8,11,0,2022-09-13-11-34-33,19,1663040931,8.0,3.0
22024-000073,塑膠件-履帶跑道端蓋,117型-R-116.5*43.5*5(BLACK 6U-ABS),1.0,204.0,8.0,14.0,8.0,7.0,9,10,0,2022-09-13-11-34-33,19,1663040931,8.0,3.0
22024-000090,塑膠件-滑座上蓋,MK65-195*62*19*2T,1.0,291.0,13.0,32.0,15.0,3.0,25,20,0,2022-09-13-11-34-33,45,1663040931,16.0,1.0
22024-000091,塑膠件-滑座上蓋,MK85-215*77*16.5*2T,1.0,93.0,5.0,6.0,18.0,4.0,5,3,0,2022-09-13-11-34-33,8,1663040931,0.0,6.0
22024-000092,塑膠件-滑座上蓋,MK110-245*107*20.5*2T,1.0,279.0,10.0,17.0,25.0,5.0,5,10,0,2022-09-13-11-34-33,15,1663040931,0.0,0.0
22024-000155,塑膠件-塑膠端蓋-(白牌),ETH13(4)-134.5*73*30.5-BLACK 6U-尼龍,1.0,585.0,10.0,37.0,7.0,12.0,27,24,0,2022-09-13-11-34-33,51,1663040931,24.0,11.0
22024-000156,塑膠件-塑膠端蓋-(白牌),ETH17-169.5*90*30.5-BLACK 6U-尼龍,1.0,268.0,5.0,15.0,3.0,3.0,7,7,0,2022-09-13-11-34-33,14,1663040931,12.0,5.0
22024-000170,塑膠件-JTH-Z軸後外罩,JTH-107.5*104*79-(孟塞爾10Y8/1-ABS),1.0,94.0,12.0,1.0,0.0,15.0,7,29,0,2022-09-13-11-34-33,36,1663040931,0.0,5.0
22024-000171,塑膠件-JTH-Z軸外罩,JTH-267*104*81-(孟塞爾10Y8/1-ABS),1.0,103.0,12.0,1.0,0.0,15.0,8,29,0,2022-09-13-11-34-33,37,1663040931,0.0,5.0
22024-000173,塑膠件-JTH-面板塑膠端蓋-(右),JTH-129.4*76.3*30.2-(孟塞爾10Y8/1-ABS),1.0,73.0,3.0,7.0,3.0,11.0,6,3,0,2022-09-13-11-34-33,9,1663040931,2.0,3.0
22024-000174,塑膠件-JTH-Z柱塑膠端蓋-(左),JTH-131*42*21.3-(孟塞爾10Y8/1-ABS),1.0,103.0,3.0,7.0,0.0,10.0,7,3,0,2022-09-13-11-34-33,10,1663040931,5.0,8.0
22024-000176,塑膠件-塑膠端蓋,JTH-118.85*26.98*23-(孟塞爾10Y8/1-ABS),1.0,456.0,50.0,16.0,6.0,24.0,12,7,0,2022-09-13-11-34-33,19,1663040931,10.0,6.0
22024-000179,塑膠件-防撞塊,ET(C)H12-38*23*10,1.0,316.0,12.0,26.0,5.0,17.0,12,39,0,2022-09-13-11-34-33,51,1663040931,21.0,8.0
22024-000181,塑膠件-防撞塊,ETH13(14)-37*20*8,1.0,321.0,50.0,127.0,39.0,25.0,44,49,0,2022-09-13-11-34-33,93,1663040931,48.0,46.0
22024-000181-02,塑膠件-防撞塊-02,ETH13(14)-37*20*8,1.0,3180.0,321.0,168.0,802.0,515.0,283,211,0,2022-09-13-11-34-33,494,1663040931,113.0,249.0
22024-000184,塑膠件-防撞塊,ET(C)H10-21*14*9,1.0,117.0,1.0,2.0,5.0,2.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,2.0
22024-000185,塑膠件-JTH-面板塑膠端蓋-(左),JTH-129.4*76.3*30.2-(PANTONE-2227-ABS),1.0,117.0,50.0,14.0,3.0,15.0,11,16,0,2022-09-13-11-34-33,27,1663040931,0.0,8.0
22024-000186,塑膠件-JTH-面板塑膠端蓋-(右),JTH-129.4*76.3*30.2-(PANTONE-2227-ABS),1.0,117.0,50.0,14.0,3.0,15.0,11,16,0,2022-09-13-11-34-33,27,1663040931,0.0,8.0
22024-000188,塑膠件-JTH-Z柱塑膠端蓋-(右),JTH-131*42*21.3-(PANTONE-2227-ABS),1.0,83.0,50.0,14.0,3.0,15.0,11,15,0,2022-09-13-11-34-33,26,1663040931,0.0,7.0
22024-000189,塑膠件-塑膠端蓋,JTH-118.85*26.98*23-(PANTONE-2227-ABS),1.0,216.0,32.0,28.0,8.0,30.0,29,52,0,2022-09-13-11-34-33,81,1663040931,0.0,18.0
22024-000194,塑膠件-滑座鋼珠循環器-端蓋,GTH4-31.81*28.03*15,1.0,3694.0,2250.0,2000.0,2000.0,0.0,698,875,0,2022-09-13-11-34-33,1573,1663040931,3004.0,3500.0
22024-000197,塑膠件-滑座鋼珠循環器-內循環,GTH8-48.4*19.2*9.5,1.0,4500.0,12129.0,9998.0,3026.0,7000.0,6446,8989,0,2022-09-13-11-34-33,15435,1663040931,7002.0,5000.0
22024-000201,塑膠件-聯軸器上蓋,GTH4-44.5*43*42-(Gray11 C-ABS),1.0,1180.0,100.0,3.0,5.0,3.0,8,21,0,2022-09-13-11-34-33,29,1663040931,9.0,8.0
22024-000207,塑膠件-滑座上蓋,GTH4-89.97*42.6*9,1.0,2894.0,100.0,3.0,5.0,3.0,13,19,0,2022-09-13-11-34-33,32,1663040931,9.0,11.0
22024-000252,塑膠件-防撞塊,GTH(Y)4-25*8*4,1.0,2865.0,2222.0,2184.0,1526.0,1070.0,1154,1508,0,2022-09-13-11-34-33,2662,1663040931,1610.0,1738.0
22024-000254,塑膠件-防撞塊,GTH(Y)8-48*15*11,1.0,5605.0,11134.0,7900.0,4782.0,5996.0,5664,7446,0,2022-09-13-11-34-33,13110,1663040931,6610.0,7510.0
22024-000258,塑膠件-緩衝塊,CGTH(Y)5-42M-外徑25*7L,1.0,0.0,27.0,4.0,9.0,7.0,15,0,0,2022-09-13-11-34-33,15,1663040931,10.0,22.0
22024-000282-02,塑膠件-塑膠端蓋-02,(C)GTH5-104.7*49.2*25*厚2-(孟塞爾5GY7.5/0.5-ABS),1.0,0.0,0.0,295.0,224.0,240.0,211,238,0,2022-09-13-11-34-33,449,1663040931,231.0,256.0
22024-000306,塑膠件-防撞塊-抱持端,EBS(R)8-48*26*11,1.0,0.0,0.0,54.0,80.0,66.0,93,68,0,2022-09-13-11-34-33,161,1663040931,50.0,53.0
22025-001879,滑軌,CPC-MR12M-101-13/13-P級-市購,1.0,15.0,16.0,6.0,0.0,5.0,4,3,0,2022-09-13-11-34-33,7,1663040931,5.0,1.0
22025-001880,滑軌,CPC-MR12M-81-15.5/15.5-P級-市購,1.0,32.0,20.0,5.0,0.0,15.0,3,2,0,2022-09-13-11-34-33,5,1663040931,0.0,5.0
22027-000057,迫緊片-皮帶迫緊片-(SUS304-2B),三菱100w-53*40*23+孔6.6(長穴孔),1.0,155.0,2.0,5.0,2.0,3.0,0,4,0,2022-09-13-11-34-33,4,1663040931,4.0,2.0
22027-000062,迫緊片-皮帶迫緊片-(SUS304-2B),三菱750w-80*80*23,1.0,16.0,15.0,3.0,14.0,16.0,8,9,0,2022-09-13-11-34-33,17,1663040931,4.0,12.0
22028-000144,外蓋-滾輪外蓋-(配合一體式滑座),ECH(B)14-190*119*17-(亮面貼膜),1.0,366.0,221.0,125.0,123.0,117.0,99,99,0,2022-09-13-11-34-33,198,1663040931,102.0,85.0
22030-000061,感應片-M80M,L型-20*19*19*厚0.8-沙面,1.0,41.0,1.0,2.0,8.0,0.0,1,0,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
22030-000067,感應片-ETH13.14.17-配合SUNX,N型-70*30*11*厚0.8*15M-沙面,1.0,8.0,5.0,4.0,8.0,1.0,5,2,0,2022-09-13-11-34-33,7,1663040931,26.0,30.0
22030-000169,感應片-MK65-注油型,52*39*8.5*1T-沙面,1.0,69.0,11.0,26.0,13.0,3.0,13,25,0,2022-09-13-11-34-33,38,1663040931,15.0,1.0
22030-000170,感應片-MK110-注油型,70*41*8.5*t1-沙面,1.0,94.0,6.0,12.0,18.0,2.0,4,7,0,2022-09-13-11-34-33,11,1663040931,0.0,0.0
22030-000179,感應片-X軸,JTH-19*16*8*1.2t-沙面,1.0,1.0,19.0,22.0,7.0,27.0,17,30,0,2022-09-13-11-34-33,47,1663040931,5.0,12.0
22031-000061,固定片-防塵鋼帶固定片,GTH4-(SBH)-25*8*厚1,1.0,3676.0,2684.0,1996.0,1434.0,1026.0,1138,1190,0,2022-09-13-11-34-33,2328,1663040931,1514.0,1598.0
22032-000025,支撐板-皮帶外蓋支撐板,MK85-46.5*15*13*厚2-沙面,1.0,132.0,7.0,4.0,18.0,6.0,8,7,0,2022-09-13-11-34-33,15,1663040931,0.0,6.0
22032-000029,支撐板-上蓋支撐板-(SUS304-2B),ETB22M-L型-15*15*27*2,1.0,255.0,64.0,22.0,200.0,56.0,61,47,0,2022-09-13-11-34-33,108,1663040931,82.0,56.0
22032-000033,支撐板-外蓋支撐板,65*41.5*15*2-沙面,1.0,49.0,3.0,8.0,5.0,2.0,4,4,0,2022-09-13-11-34-33,8,1663040931,2.0,0.0
22033-000026,壓板-皮帶壓板-(SUS304-2B),ET(C)B5-36*19.5*1.5,1.0,45.0,32.0,4.0,19.0,7.0,14,7,0,2022-09-13-11-34-33,21,1663040931,7.0,7.0
22034-000059,支撐柱-對邊13mm六角螺絲,長16-單邊M3牙孔+M6牙柱,1.0,26.0,16.0,10.0,8.0,6.0,5,8,0,2022-09-13-11-34-33,13,1663040931,7.0,8.0
22035-000040,穴頭油珠,4mm穴頭油珠,1.0,136.0,9.0,13.0,19.0,2.0,10,6,0,2022-09-13-11-34-33,16,1663040931,2.0,0.0
22035-000073,油嘴-注油配件-TBI,MK65-滑塊油嘴-14.8*∅6*M4,1.0,0.0,52.0,64.0,30.0,6.0,29,51,0,2022-09-13-11-34-33,80,1663040931,32.0,2.0
22036-000001,間隔環-軸承間隔環,內徑8*外徑10*長8.7,1.0,975.0,636.0,318.0,386.0,376.0,306,259,0,2022-09-13-11-34-33,565,1663040931,332.0,254.0
22036-000017,間隔環-軸承間隔環,內徑12*外徑17*長5.5,1.0,3.0,205.0,11.0,122.0,52.0,61,70,0,2022-09-13-11-34-33,131,1663040931,14.0,11.0
22036-000018,間隔環-軸承間隔環,內徑10*外徑13*長5.5,1.0,96.0,61.0,10.0,92.0,28.0,29,23,0,2022-09-13-11-34-33,52,1663040931,18.0,4.0
22036-000021,間隔環,外徑18+內徑12*長12,1.0,85.0,45.0,9.0,48.0,9.0,16,20,0,2022-09-13-11-34-33,36,1663040931,36.0,71.0
22036-000057,間隔環-樹脂軸環,外徑22*內徑20*長11.5-(WSM-2022-11),1.0,92.0,200.0,91.0,41.0,19.0,53,69,0,2022-09-13-11-34-33,122,1663040931,29.0,66.0
22036-000060,間隔環-樹脂軸環,外徑27*內徑24*長6-(XSM-2427-06),1.0,94.0,10.0,8.0,26.0,9.0,31,24,0,2022-09-13-11-34-33,55,1663040931,16.0,15.0
22036-000061,間隔環-樹脂軸環,外徑28*內徑26*長10-(XSM-2628-10),1.0,275.0,10.0,12.0,20.0,14.0,23,10,0,2022-09-13-11-34-33,33,1663040931,14.0,0.0
22036-000069,間隔環-軸承間隔環,外徑36+內徑20*長92-配合TBI-20(05/20/40),1.0,5.0,5.0,8.0,2.0,0.0,3,4,0,2022-09-13-11-34-33,7,1663040931,2.0,0.0
22036-000072,間隔環-軸承間隔環,外徑28+內徑15.05*長34-配合TBI-1620,1.0,21.0,65.0,0.0,52.0,6.0,19,17,0,2022-09-13-11-34-33,36,1663040931,2.0,14.0
22037-000065,墊片-L型迫緊墊片-(SUS304-2B),26*20*18+M6,1.0,217.0,159.0,65.0,89.0,140.0,81,83,0,2022-09-13-11-34-33,164,1663040931,113.0,52.0
22037-000066,墊片-L型迫緊墊片-(SUS304-2B),30*20*16+M6,1.0,675.0,179.0,106.0,635.0,393.0,266,137,0,2022-09-13-11-34-33,403,1663040931,77.0,135.0
22037-000070,墊片-馬達墊片750W-(SUS304-2B),80*80*3,1.0,107.0,104.0,43.0,90.0,93.0,52,40,0,2022-09-13-11-34-33,92,1663040931,43.0,37.0
22037-000071,墊片-L型迫緊墊片-(SUS304-2B),36*20*18+M6,1.0,55.0,45.0,10.0,60.0,14.0,26,14,0,2022-09-13-11-34-33,40,1663040931,8.0,3.0
22038-000024-03,蓋板-滑座蓋板-03,M65M-57.5*48.6*17*厚0.8-沙面,1.0,50.0,10.0,22.0,22.0,4.0,20,7,0,2022-09-13-11-34-33,27,1663040931,4.0,0.0
22038-000032-03,蓋板-滑座蓋板-03,M80M-磁鐵式-71.5*50.5*17-厚0.8-沙面,1.0,113.0,3.0,4.0,16.0,0.0,2,5,0,2022-09-13-11-34-33,7,1663040931,0.0,0.0
22041-000029,固定板-斜角滾珠固定板,Y50-31*27*4,1.0,44.0,150.0,18.0,68.0,43.0,37,67,0,2022-09-13-11-34-33,104,1663040931,5.0,28.0
22041-000169-02,固定板-02,CSS-70*25*2,1.0,71.0,50.0,30.0,10.0,17.0,45,28,0,2022-09-13-11-34-33,73,1663040931,20.0,20.0
22041-000219,固定板-Z軸外罩固定板,JTH-56*14*12*2t-沙面,1.0,0.0,0.0,2.0,0.0,30.0,5,44,0,2022-09-13-11-34-33,49,1663040931,0.0,10.0
22041-000229,固定座-針頭銅座,JTH-14*13,1.0,19.0,14.0,8.0,1.0,15.0,10,29,0,2022-09-13-11-34-33,39,1663040931,0.0,5.0
